Car_ID,Scheduled_Assembly_Date,Engine_Delivery_Date,Engine_Supplier_Region,Engine_Supplier_Reliability,Engine_Transport_Mode,Is_Critical_Engine,Transmission_Delivery_Date,Transmission_Supplier_Region,Transmission_Supplier_Reliability,Transmission_Transport_Mode,Is_Critical_Transmission,Brake_System_Delivery_Date,Brake_System_Supplier_Region,Brake_System_Supplier_Reliability,Brake_System_Transport_Mode,Is_Critical_Brake_System,Suspension_Delivery_Date,Suspension_Supplier_Region,Suspension_Supplier_Reliability,Suspension_Transport_Mode,Is_Critical_Suspension,Infotainment_Delivery_Date,Infotainment_Supplier_Region,Infotainment_Supplier_Reliability,Infotainment_Transport_Mode,Is_Critical_Infotainment,Car_Delayed,Delay_Days,Financial_Impact_USD,Engine_Delayed_Flag,Transmission_Delayed_Flag,Brake_System_Delayed_Flag,Suspension_Delayed_Flag,Infotainment_Delayed_Flag,Any_Critical_Part_Delayed,Engine_Delay_Reason,Transmission_Delay_Reason,Brake_System_Delay_Reason,Suspension_Delay_Reason,Infotainment_Delay_Reason,Order_Urgency,Holiday_Proximity,Inventory_Buffer_Used,Weather_Condition_On_Delivery,Strike_Notice,Production_Shift,Valid_Delay,Total_Parts_Delayed,Route_Type,Distance_KM,Traffic_Level,Supplier_Performance_Score,Contract_Penalty_Per_Day,Engine_Supplier_Group,Transmission_Supplier_Group,Brake_System_Supplier_Group,Suspension_Supplier_Group,Infotainment_Supplier_Group,Engine_Reliability_Score,Transmission_Reliability_Score,Brake_System_Reliability_Score,Suspension_Reliability_Score,Infotainment_Reliability_Score,Traffic_Severity_Index
CAR_347,2023-02-13,2023-02-02,South,0.73,Road,1,2023-02-13,South,0.73,Air,1,2023-02-07,North,0.99,Air,1,2023-02-15,East,0.98,Air,0,2023-02-12,South,0.89,Road,0,0,0,0.0,0,0,0,1,0,0,,,,Holiday,,Medium,0,0,Clear,0,Morning,False,1,Rural,465.2456524039405,Low,0.98,100,South_Road,South_Air,North_Air,East_Air,South_Road,0.32142857142857145,0.3,0.2602739726027397,0.25287356321839083,0.2875,1.0
CAR_996,2023-02-13,2023-02-08,East,0.91,Road,1,2023-02-15,East,0.84,Road,0,2023-02-18,North,0.71,Road,1,2023-02-14,South,0.76,Sea,0,2023-02-07,North,0.95,Sea,0,1,5,2500.0,0,1,1,1,0,1,,Strike,Strike,Supplier Issue,,Low,0,0,Clear,0,Evening,True,3,Urban,78.34584361761674,Moderate,0.19,500,East_Road,East_Road,North_Road,South_Sea,North_Sea,0.3026315789473684,0.27906976744186046,0.32894736842105265,0.21839080459770116,0.3246753246753247,1.2
CAR_679,2023-02-13,2023-02-07,East,0.73,Air,0,2023-02-10,West,0.84,Air,1,2023-02-10,East,0.93,Sea,1,2023-02-13,South,0.8,Road,0,2023-02-13,East,0.94,Road,1,0,0,0.0,0,0,0,0,0,0,,,,,,High,0,0,Storm,0,Evening,False,0,Mixed,140.9379406626466,Moderate,0.72,100,East_Air,West_Air,East_Sea,South_Road,East_Road,0.23076923076923078,0.2441860465116279,0.23076923076923078,0.22448979591836735,0.2987012987012987,1.2
CAR_231,2023-02-13,2023-02-12,West,0.92,Air,1,2023-02-15,East,0.76,Air,0,2023-02-13,South,0.8,Air,0,2023-02-15,South,0.91,Air,1,2023-02-11,South,0.71,Sea,0,1,2,,0,1,0,1,0,1,,Supplier Issue,,Customs,,Medium,1,0,Clear,0,Evening,True,2,Mixed,180.2934751933416,Moderate,0.62,1000,West_Air,East_Air,South_Air,South_Air,South_Sea,0.34615384615384615,0.32857142857142857,0.16091954022988506,0.2891566265060241,0.34523809523809523,1.2
CAR_823,2023-02-13,2023-02-08,South,0.93,Air,1,2023-02-12,South,0.93,Road,0,2023-02-02,East,0.72,Sea,1,2023-02-12,West,0.91,Air,0,2023-02-16,South,0.89,Sea,1,1,3,1500.0,0,0,0,0,1,1,,,,,Supplier Issue,Medium,0,0,Storm,0,Evening,True,1,Urban,62.418039238652185,High,0.23,250,South_Air,South_Road,East_Sea,West_Air,South_Sea,0.2702702702702703,0.3055555555555556,0.23076923076923078,0.3218390804597701,0.34523809523809523,1.5
CAR_679,2023-02-13,2023-02-07,East,0.73,Air,0,2023-02-10,West,0.84,Air,1,2023-02-10,East,0.93,Sea,1,2023-02-13,South,0.8,Road,0,2023-02-13,East,0.94,Road,1,0,0,0.0,0,0,0,0,0,0,,,,,,High,0,0,Storm,0,Evening,False,0,Rural,293.8834609102473,Low,0.8,250,East_Air,West_Air,East_Sea,South_Road,East_Road,0.23076923076923078,0.2441860465116279,0.23076923076923078,0.22448979591836735,0.2987012987012987,1.0
CAR_620,2023-02-13,2023-02-11,South,0.71,Air,1,2023-02-10,East,0.77,Sea,1,2023-02-11,West,0.9,Road,1,2023-02-09,East,0.8,Air,0,2023-02-21,West,0.83,Road,0,0,0,0.0,0,0,0,0,1,0,,,,,Supplier Issue,Medium,0,0,Clear,0,Morning,False,1,Mixed,117.55564043872778,Moderate,0.86,500,South_Air,East_Sea,West_Road,East_Air,West_Road,0.2702702702702703,0.3424657534246575,0.2717391304347826,0.25287356321839083,0.35555555555555557,1.2
CAR_548,2023-02-13,2023-02-07,East,0.97,Sea,1,2023-02-10,West,0.74,Sea,1,2023-02-09,East,0.88,Road,1,2023-02-08,North,0.81,Sea,1,2023-02-17,East,0.82,Air,0,0,0,0.0,0,0,0,0,1,0,,,,,Supplier Issue,Medium,0,0,Clear,0,Morning,False,1,Rural,293.85996443234666,Low,0.57,250,East_Sea,West_Sea,East_Road,North_Sea,East_Air,0.24358974358974358,0.2839506172839506,0.23333333333333334,0.19696969696969696,0.2988505747126437,1.0
CAR_539,2023-02-13,2023-02-06,West,0.96,Road,0,2023-02-07,West,0.87,Air,1,2023-02-08,East,0.91,Sea,1,2023-02-10,East,0.95,Sea,1,2023-02-17,West,0.76,Sea,0,0,0,0.0,0,0,0,0,1,0,,,,,Supplier Issue,Medium,0,0,Rain,0,Evening,False,1,Rural,165.19438649918672,Low,0.99,750,West_Road,West_Air,East_Sea,East_Sea,West_Sea,0.23376623376623376,0.2441860465116279,0.23076923076923078,0.2391304347826087,0.4,1.0
CAR_992,2023-02-13,2023-02-08,South,0.94,Sea,0,2023-02-10,East,0.79,Road,0,2023-02-12,South,0.97,Sea,0,2023-02-13,North,0.84,Sea,1,2023-02-13,East,0.92,Air,1,0,0,0.0,0,0,0,0,0,0,,,,,,Medium,0,0,Clear,0,Evening,False,0,Rural,236.44257967519997,Low,0.77,100,South_Sea,East_Road,South_Sea,North_Sea,East_Air,0.31645569620253167,0.27906976744186046,0.2826086956521739,0.19696969696969696,0.2988505747126437,1.0
CAR_973,2023-02-13,2023-02-17,West,0.81,Road,0,2023-02-15,North,0.77,Sea,1,2023-02-08,South,0.89,Air,0,2023-02-13,North,0.99,Sea,0,2023-02-13,East,0.91,Air,1,1,2,1000.0,1,1,0,0,0,1,Customs,Customs,,,,Medium,0,0,Clear,0,Night,True,2,Mixed,118.7280330106839,Moderate,0.57,750,West_Road,North_Sea,South_Air,North_Sea,East_Air,0.23376623376623376,0.4375,0.16091954022988506,0.19696969696969696,0.2988505747126437,1.2
CAR_269,2023-02-13,2023-02-13,West,0.89,Sea,1,2023-02-11,West,0.79,Road,0,2023-02-14,West,0.73,Air,0,2023-02-08,North,0.74,Sea,0,2023-02-10,East,0.76,Road,0,0,0,0.0,0,0,1,0,0,0,,,Customs,,,Medium,0,0,Rain,0,Night,False,1,Urban,22.824598861136188,Low,0.91,100,West_Sea,West_Road,West_Air,North_Sea,East_Road,0.21649484536082475,0.21428571428571427,0.28421052631578947,0.19696969696969696,0.2987012987012987,1.0
CAR_975,2023-02-13,2023-02-16,,0.96,Sea,1,2023-02-11,West,0.86,Air,0,2023-02-04,South,0.74,Air,1,2023-02-11,North,0.76,Air,1,2023-02-09,West,0.95,Air,1,1,3,1500.0,1,0,0,0,0,1,Transport Breakdown,,,,,Low,0,0,Clear,0,Morning,True,1,Urban,22.01319751743494,Moderate,0.3,100,,West_Air,South_Air,North_Air,West_Air,,0.2441860465116279,0.16091954022988506,0.3116883116883117,0.3409090909090909,1.2
CAR_106,2023-02-13,2023-02-10,East,0.71,Air,1,2023-02-11,North,0.89,Air,1,2023-02-17,East,0.71,Sea,1,2023-02-08,South,0.95,Air,1,2023-02-12,West,0.96,Air,1,1,4,2000.0,0,0,1,0,0,1,,,Supplier Issue,,,Low,0,0,Clear,0,Morning,True,1,Urban,62.20775870540301,High,0.42,100,East_Air,North_Air,East_Sea,South_Air,West_Air,0.23076923076923078,0.2638888888888889,0.23076923076923078,0.2891566265060241,0.3409090909090909,1.5
CAR_508,2023-02-13,2023-02-15,WEST ,0.8,Sea,0,2023-02-02,West,0.72,Road,1,2023-02-13,,0.88,Road,1,2023-02-18,East,0.96,Road,0,2023-02-03,East,0.97,Road,0,0,0,0.0,1,0,0,1,0,0,Weather,,,Weather,,High,0,0,Clear,0,Morning,False,2,Mixed,184.70458234249804,High,0.82,500,WEST _Sea,West_Road,,East_Road,East_Road,1.0,0.21428571428571427,,0.2647058823529412,0.2987012987012987,1.5
CAR_361,2023-02-13,2023-02-12,North,0.92,Road,1,2023-02-13,East,0.84,Sea,0,2023-02-14,South,0.92,Sea,0,2023-02-10,South,0.96,Road,0,2023-02-17,West,0.97,Air,1,1,4,2000.0,0,0,1,0,1,1,,,Supplier Issue,,Holiday,Medium,1,0,Rain,0,Evening,True,2,Urban,97.42555846374756,Moderate,0.16,250,North_Road,East_Sea,South_Sea,South_Road,West_Air,0.2926829268292683,0.3424657534246575,0.2826086956521739,0.22448979591836735,0.3409090909090909,1.2
CAR_865,2023-02-13,2023-02-11,East,0.75,Sea,1,2023-02-12,South,0.75,Road,0,2023-02-12,West,0.84,Road,1,2023-02-12,West,0.74,Road,0,2023-02-06,East,0.86,Sea,0,0,0,0.0,0,0,0,0,0,0,,,,,,Medium,1,0,Clear,0,Evening,False,0,Rural,406.4805406681877,Low,0.96,250,East_Sea,South_Road,West_Road,West_Road,East_Sea,0.24358974358974358,0.3055555555555556,0.2717391304347826,0.3563218390804598,0.18947368421052632,1.0
CAR_100,2023-02-13,2023-02-14,West,0.9,Sea,1,2023-02-10,South,0.95,Sea,1,2023-02-10,West,0.96,Road,1,2023-02-16,North,0.83,Air,1,2023-02-16,West,0.82,Air,1,1,3,1500.0,1,0,0,1,1,1,Holiday,,,Strike,Weather,Low,0,0,Clear,0,Morning,True,3,Urban,23.850631570586955,High,0.48,100,West_Sea,South_Sea,West_Road,North_Air,West_Air,0.21649484536082475,0.3163265306122449,0.2717391304347826,0.3116883116883117,0.3409090909090909,1.5
CAR_985,2023-02-13,2023-02-14,South,0.77,Road,1,2023-02-10,South,0.7,Sea,0,2023-02-08,East,0.85,Road,0,2023-02-17,North,0.87,Air,1,2023-02-22,East,0.95,Air,1,1,9,4500.0,1,0,0,1,1,1,Customs,,,Supplier Issue,Customs,Medium,0,0,Storm,0,Morning,True,3,Mixed,162.70626290435683,Low,0.07,250,South_Road,South_Sea,East_Road,North_Air,East_Air,0.32142857142857145,0.3163265306122449,0.23333333333333334,0.3116883116883117,0.2988505747126437,1.0
CAR_140,2023-02-13,2023-02-14,East,0.86,Sea,1,2023-02-13,East,0.81,Sea,0,2023-02-14,East,0.71,Sea,1,2023-02-05,North,0.9,Road,1,2023-02-15,North,0.94,Road,1,1,2,1000.0,1,0,1,0,1,1,Customs,,Weather,,Weather,High,0,0,Clear,0,Night,True,3,Mixed,180.09413014397035,High,0.45,100,East_Sea,East_Sea,East_Sea,North_Road,North_Road,0.24358974358974358,0.3424657534246575,0.23076923076923078,0.26881720430107525,0.3103448275862069,1.5
CAR_431,2023-02-14,2023-02-16,North,0.73,Sea,1,2023-02-19,West,0.7,Air,1,2023-02-14,South,0.96,Sea,0,2023-02-19,East,0.83,Air,1,2023-02-19,North,0.97,Road,0,1,5,2500.0,1,1,0,1,1,1,Holiday,Weather,,Weather,Holiday,Low,0,0,Clear,0,Evening,True,4,Urban,97.29208414965434,Moderate,0.45,500,North_Sea,West_Air,South_Sea,East_Air,North_Road,0.2894736842105263,0.2441860465116279,0.2826086956521739,0.25287356321839083,0.3103448275862069,1.2
CAR_615,2023-02-14,2023-02-13,South,0.89,Sea,0,2023-02-10,South,0.71,Air,0,2023-02-08,West,0.9,Air,0,2023-02-17,South,0.82,Road,1,2023-02-09,West,0.97,Sea,0,1,3,1500.0,0,0,0,1,0,1,,,,Transport Breakdown,,High,0,0,Clear,0,Evening,True,1,Mixed,76.29544135364895,High,0.39,250,South_Sea,South_Air,West_Air,South_Road,West_Sea,0.31645569620253167,0.3,0.28421052631578947,0.22448979591836735,0.4,1.5
CAR_458,2023-02-14,2023-02-14,North,0.75,Road,1,2023-02-12,South,0.75,Road,1,2023-02-17,West,0.99,Sea,0,2023-02-14,East,0.81,Road,0,2023-02-13,East,0.92,Sea,0,0,0,0.0,0,0,1,0,0,0,,,Customs,,,Medium,0,0,Rain,0,Morning,False,1,Rural,292.4177862530047,Moderate,0.57,100,North_Road,South_Road,West_Sea,East_Road,East_Sea,0.2926829268292683,0.3055555555555556,0.35,0.2647058823529412,0.18947368421052632,1.2
CAR_404,2023-02-14,2023-02-13,East,0.82,Road,1,2023-02-16,South,0.89,Sea,1,2023-02-13,South,0.73,Sea,0,2023-02-16,North,0.98,Road,0,2023-02-13,East,0.88,Sea,0,1,2,1000.0,0,1,0,1,0,1,,Customs,,Strike,,High,0,0,Clear,0,Morning,True,2,Mixed,58.56302841339723,Moderate,0.5,250,East_Road,South_Sea,South_Sea,North_Road,East_Sea,0.3026315789473684,0.3163265306122449,0.2826086956521739,0.26881720430107525,0.18947368421052632,1.2
CAR_256,2023-02-14,2023-02-19,West,0.72,Sea,1,2023-02-07,South,0.76,Sea,1,2023-02-12,South,0.98,Road,0,2023-02-08,West,0.8,Air,1,2023-02-13,South,0.77,Air,0,1,5,2500.0,1,0,0,0,0,1,Holiday,,,,,Medium,0,0,Clear,0,Evening,True,1,Rural,175.3564107280956,High,0.15,250,West_Sea,South_Sea,South_Road,West_Air,South_Air,0.21649484536082475,0.3163265306122449,0.28888888888888886,0.3218390804597701,0.3375,1.5
CAR_413,2023-02-14,2023-02-13,West,0.92,Sea,0,2023-02-12,West,0.94,Air,1,2023-02-12,South,0.71,Air,0,2023-02-07,East,0.8,Air,1,2023-02-05,North,0.87,Road,0,0,0,0.0,0,0,0,0,0,0,,,,,,High,0,0,Clear,0,Evening,False,0,Mixed,56.23592885755882,High,0.92,100,West_Sea,West_Air,South_Air,East_Air,North_Road,0.21649484536082475,0.2441860465116279,0.16091954022988506,0.25287356321839083,0.3103448275862069,1.5
CAR_1,2023-02-14,2023-02-14,West,0.81,Air,1,2023-02-20,North,0.75,Road,0,2023-02-11,East,0.87,Sea,1,2023-02-14,South,0.75,Sea,0,2023-02-08,West,0.83,Air,0,0,0,0.0,0,1,0,0,0,0,,Holiday,,,,Medium,0,0,Rain,0,Morning,False,1,Urban,29.9088497637642,High,0.93,100,West_Air,North_Road,East_Sea,South_Sea,West_Air,0.34615384615384615,0.3291139240506329,0.23076923076923078,0.21839080459770116,0.3409090909090909,1.5
CAR_445,2023-02-14,2023-02-11,North,0.96,Road,1,2023-02-09,South,0.71,Sea,0,2023-02-03,West,0.89,Road,1,2023-02-12,South,0.76,Air,1,2023-02-10,East,0.86,Sea,1,0,0,0.0,0,0,0,0,0,0,,,,,,High,1,0,Snow,0,Morning,False,0,Mixed,54.55805895452553,Moderate,0.61,250,North_Road,South_Sea,West_Road,South_Air,East_Sea,0.2926829268292683,0.3163265306122449,0.2717391304347826,0.2891566265060241,0.18947368421052632,1.2
CAR_857,2023-02-14,2023-02-16,West,0.71,Sea,1,2023-02-13,South,0.86,,0,2023-02-12,West,0.94,Sea,0,2023-02-15,South,0.83,Road,1,2023-02-14,South,0.72,Sea,1,1,2,1000.0,1,0,0,1,0,1,Transport Breakdown,,,Supplier Issue,,Low,0,0,Clear,0,Morning,True,2,Urban,13.885636221731051,Moderate,0.37,250,West_Sea,,West_Sea,South_Road,South_Sea,0.21649484536082475,,0.35,0.22448979591836735,0.34523809523809523,1.2
CAR_891,2023-02-14,2023-02-15,North,0.91,Air,1,2023-02-15,West,0.72,Road,0,2023-02-09,South,0.7,Air,0,2023-02-12,East,0.96,Sea,1,2023-02-14,East,0.8,Sea,1,1,1,500.0,1,1,0,0,0,1,Transport Breakdown,,,,,Medium,0,0,Rain,0,Evening,True,2,Mixed,133.1339771198025,Low,0.61,250,North_Air,West_Road,South_Air,East_Sea,East_Sea,0.38571428571428573,0.21428571428571427,0.16091954022988506,0.2391304347826087,0.18947368421052632,1.0
CAR_967,2023-02-14,2023-02-14,South,0.97,Road,1,2023-02-15,North,0.87,Road,0,2023-02-08,West,0.98,Air,0,2023-02-10,South,0.73,Sea,0,2023-02-18,East,0.72,Road,0,0,0,0.0,0,1,0,0,1,0,,Strike,,,Weather,Medium,0,0,Clear,1,Night,False,2,Mixed,88.89451382986607,Low,0.89,100,South_Road,North_Road,West_Air,South_Sea,East_Road,0.32142857142857145,0.3291139240506329,0.28421052631578947,0.21839080459770116,0.2987012987012987,1.0
CAR_910,2023-02-14,2023-02-15,East,0.74,Air,1,2023-02-19,West,0.7,Air,1,2023-02-08,East,0.72,Road,0,2023-02-11,South,0.83,Air,1,2023-02-12,South,0.96,Road,1,1,5,2500.0,1,1,0,0,0,1,,Transport Breakdown,,,,Medium,0,0,Clear,0,Morning,True,2,Urban,47.13596567637614,Moderate,0.42,500,East_Air,West_Air,East_Road,South_Air,South_Road,0.23076923076923078,0.2441860465116279,0.23333333333333334,0.2891566265060241,0.2875,1.2
CAR_952,2023-02-14,2023-02-16,East,0.76,Sea,1,2023-02-14,North,0.79,Air,0,2023-02-15,South,0.99,Sea,1,2023-02-09,South,0.81,Sea,1,2023-02-09,West,0.92,Air,1,1,2,1000.0,1,0,1,0,0,1,Holiday,,Customs,,,Medium,0,0,Storm,0,Morning,True,2,Rural,293.46671139370085,Low,0.59,100,East_Sea,North_Air,South_Sea,South_Sea,West_Air,0.24358974358974358,0.2638888888888889,0.2826086956521739,0.21839080459770116,0.3409090909090909,1.0
CAR_949,2023-02-14,2023-02-06,South,0.88,Air,0,2023-02-13,South,0.81,Air,1,2023-02-20,West,0.94,Air,0,2023-02-08,West,0.97,Air,1,2023-02-15,West,0.94,Air,1,1,1,500.0,0,0,1,0,1,1,,,Transport Breakdown,,Supplier Issue,High,0,0,Clear,0,Evening,True,2,Mixed,145.4266047062349,High,0.77,250,South_Air,South_Air,West_Air,West_Air,West_Air,0.2702702702702703,0.3,0.28421052631578947,0.3218390804597701,0.3409090909090909,1.5
CAR_850,2023-02-14,2023-02-02,West,0.92,Air,1,2023-02-07,,0.77,Sea,1,2023-02-08,North,0.79,Road,0,2023-02-17,West,0.91,Sea,0,2023-02-16,South,0.96,Air,1,1,2,1000.0,0,0,0,1,1,1,,,,Holiday,Holiday,Medium,0,0,Clear,0,Evening,True,2,Rural,404.9717370065646,Moderate,0.65,250,West_Air,,North_Road,West_Sea,South_Air,0.34615384615384615,,0.32894736842105265,0.23529411764705882,0.3375,1.2
CAR_540,2023-02-15,2023-02-15,West,0.94,Road,1,2023-02-17,South,0.98,,0,2023-02-12,East,0.85,Sea,1,2023-02-13,North,0.94,Road,0,2023-02-23,North,0.82,Air,1,1,8,4000.0,0,1,0,0,1,1,,Holiday,,,Customs,Low,0,0,Clear,0,Evening,True,2,Urban,66.98362380346201,Moderate,0.02,250,West_Road,,East_Sea,North_Road,North_Air,0.23376623376623376,,0.23076923076923078,0.26881720430107525,0.325,1.2
CAR_570,2023-02-15,2023-02-14,West,0.73,Road,0,2023-02-14,East,0.86,,1,2023-02-12,West,0.88,Air,1,2023-02-14,North,0.87,Sea,0,2023-02-15,West,0.83,Road,1,0,0,0.0,0,0,0,0,0,0,,,,,,Medium,0,1,Storm,0,Night,False,0,Urban,59.2027671442663,Moderate,0.69,100,West_Road,,West_Air,North_Sea,West_Road,0.23376623376623376,,0.28421052631578947,0.19696969696969696,0.35555555555555557,1.2
CAR_96,2023-02-15,2023-02-16,North,0.96,Air,0,2023-02-07,East,0.98,Road,1,2023-02-11,West,0.98,Air,0,2023-02-15,East,0.76,Sea,1,2023-02-13,West,0.8,Sea,0,0,0,0.0,1,0,0,0,0,0,Holiday,,,,,Medium,0,0,Rain,0,Evening,False,1,Rural,210.86333722682056,Low,0.51,750,North_Air,East_Road,West_Air,East_Sea,West_Sea,0.38571428571428573,0.27906976744186046,0.28421052631578947,0.2391304347826087,0.4,1.0
CAR_364,2023-02-15,2023-02-17,,0.87,Air,0,2023-02-15,South,0.79,Road,1,2023-02-10,East,0.82,Air,0,2023-02-13,West,0.78,Air,1,2023-02-14,South,0.73,Sea,0,0,0,0.0,1,0,0,0,0,0,Holiday,,,,,Medium,0,0,Clear,0,Evening,False,1,Rural,322.29724975681216,Low,0.68,100,,South_Road,East_Air,West_Air,South_Sea,,0.3055555555555556,0.3835616438356164,0.3218390804597701,0.34523809523809523,1.0
CAR_600,2023-02-15,2023-02-15,South,0.79,Road,1,2023-02-12,West,0.78,Sea,1,2023-02-15,East,0.73,Road,1,2023-02-14,South,0.82,Sea,1,2023-02-09,South,0.88,Air,1,0,0,0.0,0,0,0,0,0,0,,,,,,Low,1,0,Rain,0,Evening,False,0,Urban,58.601072314405954,Low,0.91,250,South_Road,West_Sea,East_Road,South_Sea,South_Air,0.32142857142857145,0.2839506172839506,0.23333333333333334,0.21839080459770116,0.3375,1.0
CAR_280,2023-02-15,2023-02-15,South,0.7,Sea,1,2023-02-15,South,0.74,Air,0,2023-02-18,South,0.88,Road,0,2023-02-15,North,0.92,Air,1,2023-02-13,East,0.92,Air,1,0,0,0.0,0,0,1,0,0,0,,,Weather,,,Medium,0,0,Rain,0,Morning,False,1,Mixed,61.78677457325311,Low,0.76,250,South_Sea,South_Air,South_Road,North_Air,East_Air,0.31645569620253167,0.3,0.28888888888888886,0.3116883116883117,0.2988505747126437,1.0
CAR_382,2023-02-15,2023-02-15,East,0.88,,1,2023-02-15,South,0.9,Sea,0,2023-02-13,West,0.78,Road,0,2023-02-15,North,0.89,Road,0,2023-02-19,North,0.77,Air,1,1,4,2000.0,0,0,0,0,1,1,,,,,Strike,Medium,0,0,Clear,0,Evening,True,1,Rural,175.72386156550442,Moderate,0.58,100,,South_Sea,West_Road,North_Road,North_Air,,0.3163265306122449,0.2717391304347826,0.26881720430107525,0.325,1.2
CAR_916,2023-02-15,2023-02-20,EAST ,0.92,Road,1,2023-02-13,,0.96,Road,1,2023-02-16,North,0.72,Road,1,2023-02-12,East,0.8,Air,0,2023-02-12,North,0.96,Air,0,1,5,2500.0,1,0,1,0,0,1,Holiday,,Weather,,,Medium,0,0,Clear,0,Morning,True,2,Rural,182.54672393809625,Moderate,0.37,750,EAST _Road,,North_Road,East_Air,North_Air,1.0,,0.32894736842105265,0.25287356321839083,0.325,1.2
CAR_313,2023-02-15,2023-02-16,North,0.92,Air,1,2023-02-18,North,0.82,Sea,1,2023-02-10,West,0.9,Sea,1,2023-02-11,North,0.82,Air,0,2023-02-07,West,0.74,Road,0,1,3,,1,1,0,0,0,1,Weather,Customs,,,,Low,0,0,Rain,0,Night,True,2,Urban,88.46052099329815,Moderate,0.41,250,North_Air,North_Sea,West_Sea,North_Air,West_Road,0.38571428571428573,0.4375,0.35,0.3116883116883117,0.35555555555555557,1.2
CAR_738,2023-02-15,2023-02-11,West,0.72,Sea,0,2023-02-07,,0.88,Sea,1,2023-02-19,North,0.73,Air,0,2023-02-14,East,0.98,Sea,1,2023-02-15,West,0.99,Road,0,0,0,0.0,0,0,1,0,0,0,,,Supplier Issue,,,High,0,0,Rain,0,Morning,False,1,Mixed,88.97198131175513,Moderate,0.65,500,West_Sea,,North_Air,East_Sea,West_Road,0.21649484536082475,,0.2602739726027397,0.2391304347826087,0.35555555555555557,1.2
CAR_984,2023-02-15,2023-02-08,East,0.72,Air,0,2023-02-11,East,0.89,Air,0,2023-02-11,North,0.9,Sea,0,2023-02-14,East,0.8,Sea,1,2023-02-14,East,0.94,Sea,0,0,0,0.0,0,0,0,0,0,0,,,,,,Low,0,0,Clear,0,Morning,False,0,Urban,22.1818674049917,Moderate,0.86,100,East_Air,East_Air,North_Sea,East_Sea,East_Sea,0.23076923076923078,0.32857142857142857,0.27380952380952384,0.2391304347826087,0.18947368421052632,1.2
CAR_787,2023-02-15,2023-02-12,North,0.83,Sea,1,2023-02-14,North,0.9,Road,1,2023-02-12,East,0.87,Road,0,2023-02-13,East,0.94,Road,0,2023-02-10,West,0.76,Sea,0,0,0,0.0,0,0,0,0,0,0,,,,,,Medium,0,1,Clear,0,Morning,False,0,Rural,400.7131858219388,Moderate,0.85,750,North_Sea,North_Road,East_Road,East_Road,West_Sea,0.2894736842105263,0.3291139240506329,0.23333333333333334,0.2647058823529412,0.4,1.2
CAR_12,2023-02-15,2023-02-15,East,0.88,Road,1,2023-02-15,North,0.87,Road,1,2023-02-10,South,0.71,Air,1,2023-02-13,South,0.97,Road,1,2023-02-15,South,0.97,Sea,1,0,0,0.0,0,0,0,0,0,0,,,,,,High,1,0,Clear,0,Evening,False,0,Mixed,94.6023511058826,Low,0.84,750,East_Road,North_Road,South_Air,South_Road,South_Sea,0.3026315789473684,0.3291139240506329,0.16091954022988506,0.22448979591836735,0.34523809523809523,1.0
CAR_9,2023-02-15,2023-02-10,West,0.73,Sea,1,2023-02-11,West,0.87,,1,2023-02-09,South,0.85,Sea,0,2023-02-15,West,0.81,Sea,1,2023-02-22,West,0.8,Road,0,0,0,0.0,0,0,0,0,1,0,,,,,Customs,Medium,0,0,Rain,0,Morning,False,1,Rural,470.4209041558146,Low,0.93,250,West_Sea,,South_Sea,West_Sea,West_Road,0.21649484536082475,,0.2826086956521739,0.23529411764705882,0.35555555555555557,1.0
CAR_453,2023-02-15,2023-02-16,South,0.79,Road,1,2023-02-15,West,0.9,Air,0,2023-02-05,South,0.82,Road,1,2023-02-17,South,0.71,Road,0,2023-02-10,North,0.86,Road,1,1,1,75000000.0,1,0,0,1,0,1,Customs,,,Supplier Issue,,Medium,1,0,Rain,0,Morning,True,2,Rural,187.30756060779677,High,0.68,100,South_Road,West_Air,South_Road,South_Road,North_Road,0.32142857142857145,0.2441860465116279,0.28888888888888886,0.22448979591836735,0.3103448275862069,1.5
CAR_738,2023-02-15,2023-02-11,West,0.72,Sea,0,2023-02-07,East,0.88,Sea,1,2023-02-19,North,0.73,Air,0,2023-02-14,East,0.98,Sea,1,2023-02-15,West,0.99,Road,0,0,0,0.0,0,0,1,0,0,0,,,,,,High,0,0,Rain,0,Morning,False,1,Rural,171.92862120937409,Low,0.8,1000,West_Sea,East_Sea,North_Air,East_Sea,West_Road,0.21649484536082475,0.3424657534246575,0.2602739726027397,0.2391304347826087,0.35555555555555557,1.0
CAR_633,2023-02-15,2023-02-14,East,0.92,Air,1,2023-02-11,West,0.97,Sea,0,2023-02-21,North,0.82,Road,0,2023-02-14,South,0.78,Road,1,2023-02-07,West,0.97,Air,1,0,0,0.0,0,0,1,0,0,0,,,Strike,,,Medium,0,0,Clear,0,Morning,False,1,Rural,332.3352920452148,Low,0.86,750,East_Air,West_Sea,North_Road,South_Road,West_Air,0.23076923076923078,0.2839506172839506,0.32894736842105265,0.22448979591836735,0.3409090909090909,1.0
